milestone,table_name,locked_source_file,locked_grain_fields,locked_row_count,locked_grain_status,analytical_anchor_disposition,fanout_status_from_4_0_3_B,preaggregation_disposition_from_4_0_3_B,profiled_path_participation_rows_from_4_0_3_C,source_role_path_rows,target_role_path_rows,full_match_path_rows,partial_match_path_rows,no_match_path_rows,fanout_risk_path_rows,target_duplicate_warning_path_rows,construction_readiness_evidence,construction_decision,analytical_dataset_constructed,constructed_dataset_path,construction_decision_reason,deferred_to
4.0.3-D,outbound_packaging,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\outbound_packaging.csv,outbound_packaging_id,132,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,variants,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\variants.csv,id,112,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,3,1,2,1,0,2,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,variants_temp,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\variants_temp.csv,id,91,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,SINGLE_RELATIONSHIP,NO_PREAGGREGATION_EVIDENCE_YET,1,1,0,0,0,1,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,hub_inventory,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\hub_inventory.csv,hub_inventory_id,90,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,SINGLE_RELATIONSHIP,NO_PREAGGREGATION_EVIDENCE_YET,1,1,0,0,0,1,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,product,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\product.csv,product_id,87,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,4,0,4,2,0,2,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,accounts,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\accounts.csv,accountId,81,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,2,2,0,1,0,1,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,hub_returns,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\hub_returns.csv,hub_return_id,67,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,2,0,2,1,0,1,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,return_request,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\return_request.csv,return_request_id,63,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,4,2,2,4,0,0,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,product_temp,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\product_temp.csv,product_temp_id,51,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,SINGLE_RELATIONSHIP,NO_PREAGGREGATION_EVIDENCE_YET,8,8,0,4,0,4,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,einvoice_records,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\einvoice_records.csv,id,33,FULLY_POPULATED_UNIQUE_KEY,DEFERRED_PENDING_EVIDENCE,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,2,1,1,1,0,1,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,exchange_request,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\exchange_request.csv,exchange_request_id,27,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,4,4,0,2,0,2,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,rtv_batch_item,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\rtv_batch_item.csv,rtv_batch_item_id,21,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,3,3,0,3,0,0,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,product_bulk_uploads,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\product_bulk_uploads.csv,id,19,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,SINGLE_RELATIONSHIP,NO_PREAGGREGATION_EVIDENCE_YET,1,1,0,1,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,delivery_challans,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\delivery_challans.csv,id,18,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,6,5,1,3,0,3,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,vendor_bank_detail,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\vendor_bank_detail.csv,id,8,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,SINGLE_RELATIONSHIP,NO_PREAGGREGATION_EVIDENCE_YET,1,0,1,1,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,vendor_payments,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\vendor_payments.csv,id,5,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,2,2,0,2,0,0,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,payment_orders,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\payment_orders.csv,id,348,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,2,2,0,2,0,0,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,company_details,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\company_details.csv,id,1,FULLY_POPULATED_UNIQUE_KEY,RELATIONSHIP_REVIEW_REQUIRED,MULTI_RELATIONSHIP_REVIEW,PRE_AGGREGATION_REVIEW_REQUIRED,2,0,2,2,0,0,0,0,REQUIRES_DOWNSTREAM_CONTRACT_AND_RELATIONSHIP_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,wallet_transactions,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\wallet_transactions.csv,id,152,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,commission_history,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\commission_history.csv,id,68,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,cancel_request,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\cancel_request.csv,cancel_request_id,17,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,wallet_requests,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\wallet_requests.csv,request_id,12,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,offer_usage_tracking,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\offer_usage_tracking.csv,usageId,10,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,shipment_cost_breakdown,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\shipment_cost_breakdown.csv,shipment_cost_breakdown_id,10,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,discount,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\discount.csv,id,8,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
4.0.3-D,pickup_requests,data\cleaned_repair_20260919_234736_physical_identity_v3_2_0455f0e5\pickup_requests.csv,pickup_request_id,8,FULLY_POPULATED_UNIQUE_KEY,APPROVED_ANCHOR_CANDIDATE,NO_RELATIONSHIP_FANOUT_EVIDENCE,NO_PREAGGREGATION_EVIDENCE_YET,0,0,0,0,0,0,0,0,READY_FOR_SINGLE_SOURCE_OR_CONTRACT_DESIGN_REVIEW,NOT_CONSTRUCTED_NO_APPROVED_ANALYTICAL_DATASET_CONTRACT,False,NONE,"No specific analytical purpose, business question, measure set, dimensional scope, inclusion/exclusion rule set, or approved dataset contract exists yet. Constructing a dataset now would convert structural candidates into unsupported business artifacts.",Milestone 5 business analytics / future dataset contract approval
